Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score,Market_Price_per_ton,Demand_Index,Supply_Index,Competitor_Price_per_ton,Economic_Indicator,Weather_Impact_Score,Seasonal_Factor,Consumer_Trend_Index,demand_supply_ratio,Input_Intensity,Climate_Stress_Score,market_stability,Product_corn,Product_rice,Product_soybean,Product_wheat
7.032152638616068,46.51426919796914,18.913627901731054,290.0916027921227,196.26065506849235,8.940414990371316,2.463432016209754,38.12022201527101,319.577395009412,188.75519498661643,62.659718423817,468.0503392270938,0.9002591843343949,4.929759825087543,0.0,94.34595326931036,3.0119043093527273,205.20107005886368,0.06519880985075018,84.93581093548028,True,False,False,False
5.663933897191285,23.22824337922492,34.52751334203039,168.07948541003665,74.65218433337391,2.742893156433176,7.481589417212679,82.23192071567458,189.48260812861992,58.90846773547752,81.43394599376246,230.31058281688,1.4187238950408458,45.069579181698906,1.0,136.5115749168184,0.723300756326187,77.39507748980708,0.20542370892891568,193.67223328414883,True,False,False,False
5.781744151311101,42.65757666420229,17.103045703823785,157.9231836602325,94.41878148161382,12.91680182606622,9.466944921435212,46.56181777780264,168.5608676989113,171.28361534891002,151.3239646733694,101.66749166140848,1.3245579108737742,79.15315085951164,0.0,66.69388370347245,1.131825335565607,107.33558330768004,0.10829977096727493,88.33991126632992,True,False,False,False
7.183501473730641,44.621925338556025,19.59638814697697,248.82991515843796,128.92099670185775,9.193298275116383,8.249470069312107,15.600613117880236,394.5305376648325,62.41022929432794,68.90015380399225,489.0051384375583,0.6451936562564148,0.2866206127625892,0.0,113.07533033385724,0.9056753736444607,138.11429497697412,0.07875414556548745,72.95548581050323,True,False,False,False
6.931830388150222,14.20975090811378,20.221501428891138,154.0009246786126,143.42321267775583,9.962442644422504,7.55454551698301,40.896579303519566,111.3736265627343,160.83013040689644,87.00935442152459,196.593935678314,1.0707571081107454,73.78102576557785,0.0,111.34371727824904,1.8482110270300334,153.38565532217834,0.13130765388594404,119.22207671915838,True,False,False,False
7.413269983263127,31.108110139960207,21.678897822574363,130.94365264437232,149.66800920129884,6.738811556183332,4.716847755060114,68.82583637612444,200.3975380828305,169.39390088695194,134.09106261866583,351.7829062530043,1.215227025029296,96.84362222683755,0.0,118.33623951394526,1.2631808993836684,156.40682075748217,0.16555896929087524,143.80539629768592,True,False,False,False
6.255508854057458,42.57672931114767,29.54706409939971,76.90064049968893,153.55508265001208,18.99358774829781,8.646622804040803,30.62289725061442,110.52291918666506,117.63983413188,50.91443394975696,498.45010714416895,1.019873660428974,74.55674156127134,0.0,96.29476416077064,2.3100862397006856,172.5486703983099,0.3842238512601298,98.20849360478994,True,False,False,False
7.433209703464437,39.25073378697625,32.151431085375606,269.2263022324953,191.94571682613935,6.1445765036351325,9.74466173480778,50.908293676384886,253.7640663735692,128.84910878732845,79.63146521162528,123.746601969639,0.8244883716266039,23.84884857648897,1.0,139.02123727111083,1.617864619202414,198.09029332977448,0.11942157814653218,114.62139353917391,True,False,False,False
5.6806747870075975,41.895943984989344,26.11911585387083,96.70690827789834,155.71673039292028,11.185594199741974,3.909241194798194,83.32828158503088,390.7062366755893,92.93341798637384,55.72879413760055,126.19570038108438,1.306052279297574,10.126492466428038,1.0,129.6397815266776,1.667302269886789,166.90232459266227,0.2700852877848364,169.3163321505568,True,False,False,False
5.571144117592884,19.616052052892023,23.200443499312392,266.405250080995,198.3192650672623,15.509983628823528,1.0015841726381671,92.10193229023226,196.2217152716088,170.04359277455035,146.6193552516591,250.79270916526232,1.127595879550419,88.22918611113015,0.0,50.310711346051065,1.159683151321954,213.82924869608584,0.08708703233659418,56.7301508110577,True,False,False,False
